,id,uri,events,agent,predicate,patients,text
0,9000,http://en.wikinews.org/wiki/Michael_Moore's_controversial_new_documentary_'Sicko'_opens_strongly,Michael_Moore's_controversial_new_documentary_'Sicko'_opens_strongly#ev23,"Moore,_Oklahoma",attend,theLincolnSquare,Moore attended one of the Lincoln Square screenings; his presence not known until he revealed himself during the standing ovation that the film garnered.
1,9000,http://en.wikinews.org/wiki/Michael_Moore's_controversial_new_documentary_'Sicko'_opens_strongly,Michael_Moore's_controversial_new_documentary_'Sicko'_opens_strongly#ev33,"Moore,_Oklahoma",participate,on+the+street,"The ensuing melee of enthusiastic fans resulted in a NYC fire marshal being called in to clear the theater, with Moore then participating in an informal question and answer session on the street."
2,9000,http://en.wikinews.org/wiki/Michael_Moore's_controversial_new_documentary_'Sicko'_opens_strongly,Michael_Moore's_controversial_new_documentary_'Sicko'_opens_strongly#ev42,the+weekend+%27s,film,number+one,This follows last weekend's 'sneak preview' screenings of the film in 43 major markets.
3,9000,http://en.wikinews.org/wiki/Michael_Moore's_controversial_new_documentary_'Sicko'_opens_strongly,Michael_Moore's_controversial_new_documentary_'Sicko'_opens_strongly#ev17,Cannes_Film_Festival,win,"Moore,_Oklahoma","The latest documentary from Academy Award and Cannes Film Festival winning filmmaker Moore earned US$10,200 per screen, second in the weekend averages, and ninth in total sales."
4,9000,http://en.wikinews.org/wiki/Michael_Moore's_controversial_new_documentary_'Sicko'_opens_strongly,Michael_Moore's_controversial_new_documentary_'Sicko'_opens_strongly#ev42,the+weekend+%27s,film,number+one,"Ratatouille was the weekend's number one film with US$11,935 per screen (3940 screens) and top earnings of $47 Million."
0,9001,http://en.wikinews.org/wiki/Michael_Jackson_tribute_concert_postponed_until_2010,Michael_Jackson_tribute_concert_postponed_until_2010#ev16,Vienna,concert,for+my+late+brother,A tribute concert for Michael Jackson has been postponed and relocated.
1,9001,http://en.wikinews.org/wiki/Michael_Jackson_tribute_concert_postponed_until_2010,Michael_Jackson_tribute_concert_postponed_until_2010#ev21,many+of+them,change,the+date+of+the+tribute+concert,"""Therefore we decided, after careful consideration, to change the date of the tribute concert to June 2010 â€“ just a few weeks before the first anniversary of his untimely death."
2,9001,http://en.wikinews.org/wiki/Michael_Jackson_tribute_concert_postponed_until_2010,Michael_Jackson_tribute_concert_postponed_until_2010#ev16,Vienna,concert,for+my+late+brother,"Some of the stars who were not able to participate in the Vienna concert, but expressed their wish to participate in this event, will be able to perform at Wembley Stadium in London in June 2010,"" Jackson explained."
3,9001,http://en.wikinews.org/wiki/Michael_Jackson_tribute_concert_postponed_until_2010,Michael_Jackson_tribute_concert_postponed_until_2010#ev56,Afghanistan,say,going+to+take+a+stand,"Jermaine said that he could not understand why the Austrian media were ridiculing the acts, stating: ""When artists who have won eight Grammy Awards and sold millions of records around the world and are able to sell out large stadiums are then called 'B-list artists', are made fun of and generally disrespected, is something I just cannot understand."
4,9001,http://en.wikinews.org/wiki/Michael_Jackson_tribute_concert_postponed_until_2010,Michael_Jackson_tribute_concert_postponed_until_2010#ev58,the+austrian+media,ridicule,the+acts,"Jermaine said that he could not understand why the Austrian media were ridiculing the acts, stating: ""When artists who have won eight Grammy Awards and sold millions of records around the world and are able to sell out large stadiums are then called 'B-list artists', are made fun of and generally disrespected, is something I just cannot understand."
5,9001,http://en.wikinews.org/wiki/Michael_Jackson_tribute_concert_postponed_until_2010,Michael_Jackson_tribute_concert_postponed_until_2010#ev21,many+of+them,change,the+date+of+the+tribute+concert,The date has also been changed to June 2010.
6,9001,http://en.wikinews.org/wiki/Michael_Jackson_tribute_concert_postponed_until_2010,Michael_Jackson_tribute_concert_postponed_until_2010#ev22,for+my+late+brother,brother,Jackson_(song),"Michael Jackson's brother Jermaine, who had organised the concert, said: ""Numerous stars were just not able to change their schedules to make a live appearance at the Vienna event possible."""
7,9001,http://en.wikinews.org/wiki/Michael_Jackson_tribute_concert_postponed_until_2010,Michael_Jackson_tribute_concert_postponed_until_2010#ev21,many+of+them,change,the+date+of+the+tribute+concert,"Michael Jackson's brother Jermaine, who had organised the concert, said: ""Numerous stars were just not able to change their schedules to make a live appearance at the Vienna event possible."""
8,9001,http://en.wikinews.org/wiki/Michael_Jackson_tribute_concert_postponed_until_2010,Michael_Jackson_tribute_concert_postponed_until_2010#ev47,Jermaine_Jackson,state,i+have+spoken+to,"Jermaine Jackson stated: ""Many artists and performers who I have spoken to personally told me that it would be a great honour to be part of this memorial concert for my late brother."
9,9001,http://en.wikinews.org/wiki/Michael_Jackson_tribute_concert_postponed_until_2010,Michael_Jackson_tribute_concert_postponed_until_2010#ev16,Vienna,concert,for+my+late+brother,"Jermaine Jackson stated: ""Many artists and performers who I have spoken to personally told me that it would be a great honour to be part of this memorial concert for my late brother."
10,9001,http://en.wikinews.org/wiki/Michael_Jackson_tribute_concert_postponed_until_2010,Michael_Jackson_tribute_concert_postponed_until_2010#ev22,for+my+late+brother,brother,Jackson_(song),"However, due to the short time frame it was not possible for many of them to change their schedules so that they could be on stage in Vienna on 26 September."
11,9001,http://en.wikinews.org/wiki/Michael_Jackson_tribute_concert_postponed_until_2010,Michael_Jackson_tribute_concert_postponed_until_2010#ev21,many+of+them,change,the+date+of+the+tribute+concert,"However, due to the short time frame it was not possible for many of them to change their schedules so that they could be on stage in Vienna on 26 September."
0,9002,http://en.wikinews.org/wiki/Michael_Jackson_to_make_last_public_concerts,Michael_Jackson_to_make_last_public_concerts#ev19,Jackson_(song),tour,one+last+concert+tour,Jackson's last major concert tour was in 2001.
1,9002,http://en.wikinews.org/wiki/Michael_Jackson_to_make_last_public_concerts,Michael_Jackson_to_make_last_public_concerts#ev44,Jackson_(song),say,this+is+it,"Jackson had said after a performance at the O2 Arena in London, England on Wednesday that he calls the tour his ""final curtain calls""."
2,9002,http://en.wikinews.org/wiki/Michael_Jackson_to_make_last_public_concerts,Michael_Jackson_to_make_last_public_concerts#ev44,Jackson_(song),say,this+is+it,"When I say this is it, I mean this is it."
3,9002,http://en.wikinews.org/wiki/Michael_Jackson_to_make_last_public_concerts,Michael_Jackson_to_make_last_public_concerts#ev48,my+fans,want,to+hear,I'll be performing the songs my fans want to hear.
4,9002,http://en.wikinews.org/wiki/Michael_Jackson_to_make_last_public_concerts,Michael_Jackson_to_make_last_public_concerts#ev44,Jackson_(song),say,this+is+it,"This is it, this is really it, this is the final curtain call,"" said Jackson after the concert."
5,9002,http://en.wikinews.org/wiki/Michael_Jackson_to_make_last_public_concerts,Michael_Jackson_to_make_last_public_concerts#ev44,Jackson_(song),say,this+is+it,"Dubbed as the 'King of Pop music', Michael Jackson says he will go one last concert tour in the United Kingdom beginning in July."
