,id,uri,events,agent,predicate,patients,text
0,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev89,the+crown+office,have,a+public+inquiry,"Veteran politician Tam Dalyell, who has campaigned against the conviction for years, has now said that the full report by the SCCRC should be made public, adding ""The Crown Office has a moral obligation to hold a public inquiry."
1,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev89,the+crown+office,hold,a+public+inquiry,"Veteran politician Tam Dalyell, who has campaigned against the conviction for years, has now said that the full report by the SCCRC should be made public, adding ""The Crown Office has a moral obligation to hold a public inquiry."
2,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev56,the+attorney+general,lawyer,defence+lawyers,"Only a full, public and nonadversarial inquiry can finally settle this matter.” Meanwhile, defence lawyers said that if Megrahi is granted an appeal or retrial they will attempt to convince authorities to release him until the case comes to court."
3,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev58,Abdelbaset_al-Megrahi,grant,an+appeal+or+retrial,"Only a full, public and nonadversarial inquiry can finally settle this matter.” Meanwhile, defence lawyers said that if Megrahi is granted an appeal or retrial they will attempt to convince authorities to release him until the case comes to court."
4,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev69,Abdelbaset_al-Megrahi,buy,of+who+bought+the+clothes,"Although Gauci testified that Megrahi bought clothes from him that were later found to have been in the suitcase containing the bomb, in reality he apparently gave a number of inconsistent and substantially different accounts of who bought the clothes, failed to pick out Megrahi at an identity parade, and even linked the clothes' purchase to convicted Egyptian terrorist Mohammed Abu Talb, from the Iran-backed Popular Front for the Liberation of Palestine."
5,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev70,the+suitcase+containing+the+bomb,contain,the+bomb,"Although Gauci testified that Megrahi bought clothes from him that were later found to have been in the suitcase containing the bomb, in reality he apparently gave a number of inconsistent and substantially different accounts of who bought the clothes, failed to pick out Megrahi at an identity parade, and even linked the clothes' purchase to convicted Egyptian terrorist Mohammed Abu Talb, from the Iran-backed Popular Front for the Liberation of Palestine."
6,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev69,Abdelbaset_al-Megrahi,buy,of+who+bought+the+clothes,"Although Gauci testified that Megrahi bought clothes from him that were later found to have been in the suitcase containing the bomb, in reality he apparently gave a number of inconsistent and substantially different accounts of who bought the clothes, failed to pick out Megrahi at an identity parade, and even linked the clothes' purchase to convicted Egyptian terrorist Mohammed Abu Talb, from the Iran-backed Popular Front for the Liberation of Palestine."
7,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev56,the+attorney+general,lawyer,defence+lawyers,Defence lawyers also alleged that two early statements by Gauci are missing altogether.
8,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev131,defence+lawyers,allege,two+early+statements+by+gauci,Defence lawyers also alleged that two early statements by Gauci are missing altogether.
9,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev132,Gauci,statement,two+early+statements+by+gauci,Defence lawyers also alleged that two early statements by Gauci are missing altogether.
10,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev70,the+suitcase+containing+the+bomb,contain,the+bomb,"One investigator also claims that evidence was fabricated, while there was insufficient investigation into claims by a baggage handler at Heathrow International Airport that the suitcase containing the bomb was only added to the flight at the last minute."
11,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev136,Scottish_Criminal_Cases_Review_Commission,refuse,to+comment,"The SCCRC refused to comment, saying: ""It is not for Scottish ministers to comment or preempt the outcome of this review."""
12,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev137_1,scottish+ministers,comment,the+outcome+of+this+review,"The SCCRC refused to comment, saying: ""It is not for Scottish ministers to comment or preempt the outcome of this review."""
13,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev78,scottish+ministers,preempt,the+outcome+of+this+review,"The SCCRC refused to comment, saying: ""It is not for Scottish ministers to comment or preempt the outcome of this review."""
14,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev29,a+bomb,destroy,Pan_Am_Flight_103,"All 259 passengers and crew of the Boeing 747, and eleven people on the ground, were killed when a bomb destroyed the aircraft over the town of Lockerbie in Scotland."
15,5000,http://en.wikinews.org/wiki/Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction,Scottish_Criminal_Cases_Review_Commission_to_review_Pan_Am_Flight_103_conviction#ev33,Scottish_Criminal_Cases_Review_Commission,refer,Abdelbaset_al-Megrahi,It is expected that the SCCRC will refer Megrahi's case back to the court of appeal.
0,5001,http://en.wikinews.org/wiki/Scottish_Cardinal_Keith_O'Brien_resigns_amid_sex_abuse_allegations,Scottish_Cardinal_Keith_O'Brien_resigns_amid_sex_abuse_allegations#ev48,o%27+brien+%27s,elevation,to+bishop,"The former priest claims his resignation from the priesthood was the result of O'Brien's elevation to bishop: ""I knew then he would always have power over me."
1,5001,http://en.wikinews.org/wiki/Scottish_Cardinal_Keith_O'Brien_resigns_amid_sex_abuse_allegations,Scottish_Cardinal_Keith_O'Brien_resigns_amid_sex_abuse_allegations#ev105,the+vatican+%27s+ambassador+to+britain,ambassador,Holy_See,"The four complained to Antonio Mennini, the Vatican's ambassador to Britain."
2,5001,http://en.wikinews.org/wiki/Scottish_Cardinal_Keith_O'Brien_resigns_amid_sex_abuse_allegations,Scottish_Cardinal_Keith_O'Brien_resigns_amid_sex_abuse_allegations#ev81,the+cardinal,seek,legal+advice,The cardinal has sought legal advice and it would be inappropriate to comment at this time.
3,5001,http://en.wikinews.org/wiki/Scottish_Cardinal_Keith_O'Brien_resigns_amid_sex_abuse_allegations,Scottish_Cardinal_Keith_O'Brien_resigns_amid_sex_abuse_allegations#ev120,the+gay+rights+campaigner+peter+tatchell,describe,o%27+brien,"The gay rights campaigner Peter Tatchell described O'Brien as ""hypocritical"": ""He appears to have preached one thing in public while doing something different in private."
4,5001,http://en.wikinews.org/wiki/Scottish_Cardinal_Keith_O'Brien_resigns_amid_sex_abuse_allegations,Scottish_Cardinal_Keith_O'Brien_resigns_amid_sex_abuse_allegations#ev125,the+church+%27s,opposition,to+gay+equality,"It is estimated that around 40% of Catholic priests in Britain are gay, which makes the church’s opposition to gay equality so two-faced and absurd."""
5,5001,http://en.wikinews.org/wiki/Scottish_Cardinal_Keith_O'Brien_resigns_amid_sex_abuse_allegations,Scottish_Cardinal_Keith_O'Brien_resigns_amid_sex_abuse_allegations#ev36,Miles_O'Brien_(Star_Trek),tender,to+the+pope+nunc+pro+tunc,O'Brien had tendered a resignation to the Pope nunc pro tunc (now for later) on November 13.
0,5002,http://en.wikinews.org/wiki/Scots_report_crime_using_Facebook,Scots_report_crime_using_Facebook#ev50,solicitor+general+lesley+thomson+qc,use,the+vast+powers,"Solicitor General Lesley Thomson QC has affirmed that they will take a robust approach to those that profit from crime, using the vast powers at their disposal though the Proceeds of Crime Act.The act has resulted in more than in seizures from crooks."
1,5002,http://en.wikinews.org/wiki/Scots_report_crime_using_Facebook,Scots_report_crime_using_Facebook#ev55,%60%60+made+from+crime+%27%27,allow,to+anonymously+report+their+concerns,"The ""Made From Crime"" initiative allows Internet users to anonymously report their concerns to police on a dedicated Facebook page that is being established to direct people with tip-offs to Crimestoppers."
2,5002,http://en.wikinews.org/wiki/Scots_report_crime_using_Facebook,Scots_report_crime_using_Facebook#ev58,Bluetooth,send,mass+bluetooth+messages,Police will also be able to send mass Bluetooth messages to mobile phones at public events like football matches to encourage the public to report crime.
3,5002,http://en.wikinews.org/wiki/Scots_report_crime_using_Facebook,Scots_report_crime_using_Facebook#ev58,Bluetooth,message,mass+bluetooth+messages,Police will also be able to send mass Bluetooth messages to mobile phones at public events like football matches to encourage the public to report crime.
4,5002,http://en.wikinews.org/wiki/Scots_report_crime_using_Facebook,Scots_report_crime_using_Facebook#ev53_2,the+public,report,to+report+crime,Police will also be able to send mass Bluetooth messages to mobile phones at public events like football matches to encourage the public to report crime.
5,5002,http://en.wikinews.org/wiki/Scots_report_crime_using_Facebook,Scots_report_crime_using_Facebook#ev63,theCrownOffice,constitute,the+foundation+of+the+service,"Designed to make use of the Proceeds of Crime Act, it will be the first of its kind in Scotland with the Scottish government, the Crown Office, and Procurator Services constituting the foundation of the service."
6,5002,http://en.wikinews.org/wiki/Scots_report_crime_using_Facebook,Scots_report_crime_using_Facebook#ev55,%60%60+made+from+crime+%27%27,allow,to+anonymously+report+their+concerns,Their backing will allow officers to seize assets that have been purchased through criminal activity.
0,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev14",Scotland,medal,forth+gold,"For Carry, who swam a 4:15.98, the gold was his second of the games and Scotland's forth gold medal in swimming until now."
1,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev16",South_Africa,win,the+sole+gold+medal+for+australia,He becomes the first Scottish person to win two golds at the games in thirty-two years — David Wilkie being the last Scot to do so in 1974.
2,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev10",David_Carry,pull,a+remarkable+feat,David Carry and Euan Dale yesterday pulled off a remarkable feat for Scotland — claiming both first and second place in the 400m Individual Medley swimming race in Melbourne.
3,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev31",the+games,present,several+surprises,The games have presented several surprises thus far — most notably Australia's failure to win more than one gold medal in the men's events up to this point.
4,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev16",South_Africa,win,the+sole+gold+medal+for+australia,The games have presented several surprises thus far — most notably Australia's failure to win more than one gold medal in the men's events up to this point.
5,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev14",Scotland,medal,forth+gold,The games have presented several surprises thus far — most notably Australia's failure to win more than one gold medal in the men's events up to this point.
6,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev11",David_Carry,feat,Scotland,David Carry and Euan Dale yesterday pulled off a remarkable feat for Scotland — claiming both first and second place in the 400m Individual Medley swimming race in Melbourne.
7,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev16",South_Africa,win,the+sole+gold+medal+for+australia,Matthew John Cowdrey won the sole gold medal for Australia in the 50m freestyle on Saturday.
8,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev14",Scotland,medal,forth+gold,Matthew John Cowdrey won the sole gold medal for Australia in the 50m freestyle on Saturday.
9,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev27",the+australian+women,have,an+excellent+start,"By contrast, the Australian women have had an excellent start so far, with a medal haul of 21 out of a possible 37."
10,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev29",David_Carry,claim,both+first+and+second+place,David Carry and Euan Dale yesterday pulled off a remarkable feat for Scotland — claiming both first and second place in the 400m Individual Medley swimming race in Melbourne.
11,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev16",South_Africa,win,the+sole+gold+medal+for+australia,"South Africa once again demonstrated its strength in men's freestyle swimming by winning the 4 x 100m freestyle relay in 3:14.97, beating the Australian by slightly over half a second."
12,5003,"http://en.wikinews.org/wiki/Scotland_wins_Gold,_Silver_in_400m_IM","Scotland_wins_Gold,_Silver_in_400m_IM#ev23",South_Africa,beat,the+australian,"South Africa once again demonstrated its strength in men's freestyle swimming by winning the 4 x 100m freestyle relay in 3:14.97, beating the Australian by slightly over half a second."
