,id,uri,events,agent,predicate,patients,text
0,12000,http://en.wikinews.org/wiki/Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment,Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment#ev10,Gujarat_High_Court,dismiss,Modi_alphabet,The court dismissed Modi's case accordingly.
1,12000,http://en.wikinews.org/wiki/Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment,Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment#ev11,Modi_alphabet,petition,Lokayukta,Thursday saw Modi's government file a Supreme Court petition challenging the High Court's decision.
2,12000,http://en.wikinews.org/wiki/Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment,Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment#ev16,Supreme_Court_of_India,challenge,the+high+court+%27s+decision,Thursday saw Modi's government file a Supreme Court petition challenging the High Court's decision.
3,12000,http://en.wikinews.org/wiki/Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment,Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment#ev31,Gujarat_High_Court,consent,the+council+of+members,The Gujarat High Court has dismissed chief minister Narendra Modi's petition against the appointment of the Lokayukta without consenting the council of members yesterday.
4,12000,http://en.wikinews.org/wiki/Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment,Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment#ev15,Modi_alphabet,lodge,a+petition,Modi's government has lodged a petition to the Supreme Court of India challenging the decision.
5,12000,http://en.wikinews.org/wiki/Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment,Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment#ev11,Modi_alphabet,petition,Lokayukta,Modi's government has lodged a petition to the Supreme Court of India challenging the decision.
6,12000,http://en.wikinews.org/wiki/Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment,Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment#ev16,Supreme_Court_of_India,challenge,the+high+court+%27s+decision,Modi's government has lodged a petition to the Supreme Court of India challenging the decision.
7,12000,http://en.wikinews.org/wiki/Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment,Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment#ev10,Gujarat_High_Court,dismiss,Modi_alphabet,The Gujarat High Court has dismissed chief minister Narendra Modi's petition against the appointment of the Lokayukta without consenting the council of members yesterday.
8,12000,http://en.wikinews.org/wiki/Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment,Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment#ev33,the+gujarat+state+government,object,the+appointment+in+the+high+court,"Soon after, the Gujarat state government objected the appointment in the high court on the grounds a failure to consult the council of ministers was illegal."
9,12000,http://en.wikinews.org/wiki/Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment,Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment#ev12,the+gujarat+state+government,appointment,Lokayukta,"Soon after, the Gujarat state government objected the appointment in the high court on the grounds a failure to consult the council of ministers was illegal."
10,12000,http://en.wikinews.org/wiki/Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment,Gujarat_high_court_refutes_Modi's_objection_to_Lokyukta's_appointment#ev34,by+the+chief+justice,consult,Modi_alphabet,"Soon after, the Gujarat state government objected the appointment in the high court on the grounds a failure to consult the council of ministers was illegal."
