,id,uri,events,agent,predicate,patients,text
0,16000,http://en.wikinews.org/wiki/Canadian_Idol_top_four_eliminations,Canadian_Idol_top_four_eliminations#ev27,Canadian_Idol,get,a+record+of+4.3+million+votes,"""You've got a unique voice, which means you have to sing your own words,"" Jake Gold advised him after the results were announced."
1,16000,http://en.wikinews.org/wiki/Canadian_Idol_top_four_eliminations,Canadian_Idol_top_four_eliminations#ev27,Canadian_Idol,get,a+record+of+4.3+million+votes,This week Canadian Idol got a record of 4.3 million votes.
2,16000,http://en.wikinews.org/wiki/Canadian_Idol_top_four_eliminations,Canadian_Idol_top_four_eliminations#ev19,Goudie_(band),perform,his+hit+single+%60%60+run+%27%27,Rex Goudie performed live on the Canadian Idol stage last night.
3,16000,http://en.wikinews.org/wiki/Canadian_Idol_top_four_eliminations,Canadian_Idol_top_four_eliminations#ev19,Goudie_(band),perform,his+hit+single+%60%60+run+%27%27,"Goudie performed his hit single ""Run""."
4,16000,http://en.wikinews.org/wiki/Canadian_Idol_top_four_eliminations,Canadian_Idol_top_four_eliminations#ev44_0,Brian_Mulroney,thank,Jerry_Doucette,"After the results were revealed, Mulroney thanked Doucette: ""I am so glad you decided to come back and audition this year,"" he said."
0,16001,http://en.wikinews.org/wiki/Canadian_Idol_comes_to_Ottawa,Canadian_Idol_comes_to_Ottawa#ev79,a+few+competitors,explore,the+shopping+mall,A few competitors explored the shopping mall during this time.
1,16001,http://en.wikinews.org/wiki/Canadian_Idol_comes_to_Ottawa,Canadian_Idol_comes_to_Ottawa#ev62,canadian+idol+want+a+be+%27s,want,Beryllium,"This weekend, March 25 and 26, was a big weekend in the Ottawa area for Canadian Idol want a Be's."
0,16002,http://en.wikinews.org/wiki/Canadian_House_of_Commons_passes_Quebecois_nation_motion,Canadian_House_of_Commons_passes_Quebecois_nation_motion#ev56,the+government+resolution,add,the+words+%60%60,"The government resolution substituted the word Québécois for Quebeckers and added the words ""within a united Canada""."
1,16002,http://en.wikinews.org/wiki/Canadian_House_of_Commons_passes_Quebecois_nation_motion,Canadian_House_of_Commons_passes_Quebecois_nation_motion#ev45_2,United_States_House_of_Representatives,recognize,Quebec,"The motion reads: ""That this House recognize that the Québécois form a nation within a united Canada."""
2,16002,http://en.wikinews.org/wiki/Canadian_House_of_Commons_passes_Quebecois_nation_motion,Canadian_House_of_Commons_passes_Quebecois_nation_motion#ev31,the+qu%c3%a9b%c3%a9cois,form,a+nation,"The motion reads: ""That this House recognize that the Québécois form a nation within a united Canada."""
3,16002,http://en.wikinews.org/wiki/Canadian_House_of_Commons_passes_Quebecois_nation_motion,Canadian_House_of_Commons_passes_Quebecois_nation_motion#ev45_3,Canada,recognize,quebec+%27s+national+status,The government has stated that they have no intention to amend the Constitution of Canada to recognize Quebec's national status although several political analysts have argued that such an attempt is now inevitable.
4,16002,http://en.wikinews.org/wiki/Canadian_House_of_Commons_passes_Quebecois_nation_motion,Canadian_House_of_Commons_passes_Quebecois_nation_motion#ev67,Nikolay_Pavlovich_Ignatyev,call,for+a+constitutional+amendment,"Leadership candidates Ken Dryden and Joe Volpe voted against the House of Commons resolution and contender Gerard Kennedy also expressed his opposition while Bob Rae and Stéphane Dion, who have both been critical of Ignatieff's call for a constitutional amendment have expressed their support for the House of Commons resolution."
5,16002,http://en.wikinews.org/wiki/Canadian_House_of_Commons_passes_Quebecois_nation_motion,Canadian_House_of_Commons_passes_Quebecois_nation_motion#ev50,the+dissenting+liberal+mps,face,censure+by+their+party,"While the dissenting Liberal MPs do not face censure by their party, Conservative backbenchers who opposed the resolution could only go as far as abstaining if they wished to remain in the Tory caucus, according to Mr. Chong."
