,id,uri,events,agent,predicate,patients,text
0,10000,http://en.wikinews.org/wiki/Labor_claims_victory_in_two_Australian_state_elections,Labor_claims_victory_in_two_Australian_state_elections#ev9,South_Australia,have,a+majority+government,"South Australia will have a majority government, after being governed with a minority government made up of a combination of ALP and other parliamentary members."
0,10001,"http://en.wikinews.org/wiki/Labatt_USA_to_move_headquarters_to_Buffalo,_New_York","Labatt_USA_to_move_headquarters_to_Buffalo,_New_York#ev12",a+company+that+makes+beer,move,their+headquarters,"Labatt, a company that makes beer, has decided to move their headquarters from Norwalk, Connecticut to Buffalo, New York."
1,10001,"http://en.wikinews.org/wiki/Labatt_USA_to_move_headquarters_to_Buffalo,_New_York","Labatt_USA_to_move_headquarters_to_Buffalo,_New_York#ev34",InBev,have,their+main+headquarters+in+belgium,InBev is the parent company of Labatt USA and has their main headquarters in Belgium.
2,10001,"http://en.wikinews.org/wiki/Labatt_USA_to_move_headquarters_to_Buffalo,_New_York","Labatt_USA_to_move_headquarters_to_Buffalo,_New_York#ev44",Brown_University,call,the+move,"City officials; however, did not know of the move until it was announced, but Mayor of Buffalo, Byron W. Brown, is not concerned and calls the move ""impressive."""
3,10001,"http://en.wikinews.org/wiki/Labatt_USA_to_move_headquarters_to_Buffalo,_New_York","Labatt_USA_to_move_headquarters_to_Buffalo,_New_York#ev45",Brown_University,say,the+brightest+we+will+ever+see,"Try-It Distributing, a local distributor of the beer sells an estimated 43 million bottles of the assorted Labatt beer products and those are just the sales in Erie and Niagara counties in New York alone."
0,10002,http://en.wikinews.org/wiki/Lab_creates_petrified_wood,Lab_creates_petrified_wood#ev20,of+scientists+accomplishing+this+feat,accomplish,this+feat,"The team of scientists accomplishing this feat, led by Yongsoon Shin, bought pine and poplar boards and performed a series of steps."
0,10003,http://en.wikinews.org/wiki/La_Liga_fixtures_face_delay_due_to_players'_strike,La_Liga_fixtures_face_delay_due_to_players'_strike#ev77,all+the+players,support,of+many+clubs+supporting+the+strike,There has been almost universal support for the strike with coaches and players of many clubs supporting the strike.
1,10003,http://en.wikinews.org/wiki/La_Liga_fixtures_face_delay_due_to_players'_strike,La_Liga_fixtures_face_delay_due_to_players'_strike#ev77,all+the+players,support,of+many+clubs+supporting+the+strike,"Barcelona forward David Villa said: ""We have made clear that all the players support the players' association, if a solution is not found, we won't play."""
2,10003,http://en.wikinews.org/wiki/La_Liga_fixtures_face_delay_due_to_players'_strike,La_Liga_fixtures_face_delay_due_to_players'_strike#ev50,h%c3%a9rcules+striker+tote,echo,the+players+%27+position,"Hércules striker Tote echoed the players' position: ""If necessary, there will be no football in Spain throughout the whole year."
3,10003,http://en.wikinews.org/wiki/La_Liga_fixtures_face_delay_due_to_players'_strike,La_Liga_fixtures_face_delay_due_to_players'_strike#ev19,a+proposed+players+%27,strike,of+its+kind+since+1984,"A proposed players' strike could postpone the start of La Liga, the top professional association football division of the Spanish football league system."
4,10003,http://en.wikinews.org/wiki/La_Liga_fixtures_face_delay_due_to_players'_strike,La_Liga_fixtures_face_delay_due_to_players'_strike#ev51,BBC,programme,sports+programme,"Real Zaragoza striker Ikechukwu Uche told the BBC's African sports programme Fast Track: ""Not all the players are owed, but there is solidarity."
5,10003,http://en.wikinews.org/wiki/La_Liga_fixtures_face_delay_due_to_players'_strike,La_Liga_fixtures_face_delay_due_to_players'_strike#ev52,BBC,fast,sports+programme,"Real Zaragoza striker Ikechukwu Uche told the BBC's African sports programme Fast Track: ""Not all the players are owed, but there is solidarity."
6,10003,http://en.wikinews.org/wiki/La_Liga_fixtures_face_delay_due_to_players'_strike,La_Liga_fixtures_face_delay_due_to_players'_strike#ev24,spanish+football+functionaries+and+players,hold,last+minute+talks+on+friday,Spanish football functionaries and players will hold last minute talks on Friday to avert a strike that could see the start of the Spanish football season postponed.
