,id,uri,events,agent,predicate,patients,text
0,7001,http://en.wikinews.org/wiki/Over_100_dead_in_Libyan_plane_crash,Over_100_dead_in_Libyan_plane_crash#ev38,theBritishForeign,say,93+passengers+and+11+crew,"In response to reports of British citizens being on board the crashed plane, the British Foreign and Commonwealth Office said, ""We are urgently investigating."
1,7001,http://en.wikinews.org/wiki/Over_100_dead_in_Libyan_plane_crash,Over_100_dead_in_Libyan_plane_crash#ev36,consular+staff+in+tripoli,seek,further+details,"Consular staff in Tripoli are urgently seeking further details."""
2,7001,http://en.wikinews.org/wiki/Over_100_dead_in_Libyan_plane_crash,Over_100_dead_in_Libyan_plane_crash#ev38,theBritishForeign,say,93+passengers+and+11+crew,"Initial reports indicated everyone on board died, which officials say is 93 passengers and 11 crew, but later developments say an eight-year-old boy was the sole survivor; however, this is unconfirmed."
3,7001,http://en.wikinews.org/wiki/Over_100_dead_in_Libyan_plane_crash,Over_100_dead_in_Libyan_plane_crash#ev38,theBritishForeign,say,93+passengers+and+11+crew,"Initial reports indicated everyone on board died, which officials say is 93 passengers and 11 crew, but later developments say an eight-year-old boy was the sole survivor; however, this is unconfirmed."
4,7001,http://en.wikinews.org/wiki/Over_100_dead_in_Libyan_plane_crash,Over_100_dead_in_Libyan_plane_crash#ev38,theBritishForeign,say,93+passengers+and+11+crew,"A security official said the plane ""exploded on landing and totally disintegrated."""
5,7001,http://en.wikinews.org/wiki/Over_100_dead_in_Libyan_plane_crash,Over_100_dead_in_Libyan_plane_crash#ev38,theBritishForeign,say,93+passengers+and+11+crew,"In a statement, Afriqiyah Airways said, ""We extend our deepest sympathy to the families and friends of the victims[;] the search and rescue mission has now been completed."""
0,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev49,Raden_Wijaya,add,food+supplies+were+running+low+.,"A lot of people are crying.” Food supplies, he added, were running low."
1,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev119,a+local+police+officer,say,the+wind+is+very+strong,"Wisnu Wijaya, the preparedness director with the National Disaster Management Agency, said that the government is getting aid to the islands."
2,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev102,the+government,get,aid+to+the+islands,"Wisnu Wijaya, the preparedness director with the National Disaster Management Agency, said that the government is getting aid to the islands."
3,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev119,a+local+police+officer,say,the+wind+is+very+strong,"Wijaya added that high waves and stormy weather have made it difficult to reach the affected areas, and communication was a problem."
4,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev49,Raden_Wijaya,add,food+supplies+were+running+low+.,"Wijaya added that high waves and stormy weather have made it difficult to reach the affected areas, and communication was a problem."
5,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev41,high+waves+and+stormy+weather,make,a+better+coordination,"Wijaya added that high waves and stormy weather have made it difficult to reach the affected areas, and communication was a problem."
6,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev41,high+waves+and+stormy+weather,make,a+better+coordination,Maybe also we'll send staff to go there and make a better coordination.
7,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev111,most+of+us,have,something+to+hold+on+to+...,"Fortunately, most of us had something to hold on to ... and we just washed in the wetlands, and scrambled up the highest trees that we could possibly find and sat up there for an hour and a half."""
8,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev82,by+the+tsunami,wipe,villas+at+the+resort,"One report suggested that a wave had hit the resort, causing boats to burst into flames."
9,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev112,a+wave,hit,the+resort,"One report suggested that a wave had hit the resort, causing boats to burst into flames."
10,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev85,MacaronisResort,piece,of+furniture,"“There was a lot of debris floating in the water, including bar stools and other pieces of furniture from Macaronis Resort,” a member of staff said."
11,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev92,Indonesia,work,to+help+deal+with+future+quakes,After that disaster Indonesia worked to establish early warning systems and disaster management programs to help deal with future quakes.
12,7002,http://en.wikinews.org/wiki/Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages,Over_100_dead_and_hundreds_missing_in_Indonesia_after_tsunami_destroys_island_villages#ev117,Indonesia,help,to+help+deal+with+future+quakes,
