,id,uri,events,agent,predicate,patients,text
0,15000,http://en.wikinews.org/wiki/Cricket:_2007_Future_Cup-1st_ODI,Cricket:_2007_Future_Cup-2nd_ODI#ev22,South_Africa_national_cricket_team,win,the+toss,"After South Africa won the toss and chose to field first, Sachin Tendulkar and Sourav Ganguly opened India's innings."
1,15000,http://en.wikinews.org/wiki/Cricket:_2007_Future_Cup-1st_ODI,Cricket:_Bangladeshi_cricket_team_in_Sri_Lanka_2007-1st_Test#ev64,South_Africa_national_cricket_team,choose,to+field+first,"After South Africa won the toss and chose to field first, Sachin Tendulkar and Sourav Ganguly opened India's innings."
2,15000,http://en.wikinews.org/wiki/Cricket:_2007_Future_Cup-1st_ODI,Cricket:_2007_Future_Cup-1st_ODI#ev42,Sourav_Ganguly,open,India_national_cricket_team,"After South Africa won the toss and chose to field first, Sachin Tendulkar and Sourav Ganguly opened India's innings."
3,15000,http://en.wikinews.org/wiki/Cricket:_2007_Future_Cup-1st_ODI,Cricket:_2007_Future_Cup-1st_ODI#ev28,Gautam_Gambhir,leave,without+troubling+the+scorers,Ganguly left quickly and Gautam Gambhir left without troubling the scorers.
4,15000,http://en.wikinews.org/wiki/Cricket:_2007_Future_Cup-1st_ODI,Cricket:_2007_Future_Cup-1st_ODI#ev28,Gautam_Gambhir,leave,without+troubling+the+scorers,Ganguly left quickly and Gautam Gambhir left without troubling the scorers.
5,15000,http://en.wikinews.org/wiki/Cricket:_2007_Future_Cup-1st_ODI,Cricket:_2007_Future_Cup-2nd_ODI#ev19,India_national_cricket_team,beat,South_Africa_national_cricket_team,"In the 2007 Future Cup, South Africa beat India in the first One-Day International (ODI) held at the Civil Service Cricket Club Ground, Belfast, Ireland."
6,15000,http://en.wikinews.org/wiki/Cricket:_2007_Future_Cup-1st_ODI,Cricket:_2007_Future_Cup-1st_ODI#ev29,Sachin_Tendulkar,push,the+score,"However, Tendulkar found some long term company with Rahul Dravid and pushed the score to 194/2 before Dravid left on 74."
7,15000,http://en.wikinews.org/wiki/Cricket:_2007_Future_Cup-1st_ODI,Cricket:_2007_Future_Cup-1st_ODI#ev28,Gautam_Gambhir,leave,without+troubling+the+scorers,"However, Tendulkar found some long term company with Rahul Dravid and pushed the score to 194/2 before Dravid left on 74."
8,15000,http://en.wikinews.org/wiki/Cricket:_2007_Future_Cup-1st_ODI,Cricket:_2007_Future_Cup-1st_ODI#ev49,Jacques_Kallis,secure,India_national_cricket_team,"Even though partnerships didn't last long, Kallis battled secured India's fate."
9,15000,http://en.wikinews.org/wiki/Cricket:_2007_Future_Cup-1st_ODI,Cricket:_2007_Future_Cup-2nd_ODI#ev22,South_Africa_national_cricket_team,win,the+toss,"Toss: South Africa won, and chose to field first."
10,15000,http://en.wikinews.org/wiki/Cricket:_2007_Future_Cup-1st_ODI,Cricket:_Bangladeshi_cricket_team_in_Sri_Lanka_2007-1st_Test#ev64,South_Africa_national_cricket_team,choose,to+field+first,"Toss: South Africa won, and chose to field first."
0,15001,http://en.wikinews.org/wiki/Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match,Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match#ev34,Buderim,score,twenty+six+runs,53 runs were scored in this time.
1,15001,http://en.wikinews.org/wiki/Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match,Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match#ev34,Buderim,score,twenty+six+runs,"Requiring just over eleven runs an over to win, the Cricket Club XI scored 26 off the first over."
2,15001,http://en.wikinews.org/wiki/Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match,Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match#ev30,the+politicians,win,the+match,"After ten overs however they were five out for 107, still needing 114 to win - a run rate of 11.4 and over."
3,15001,http://en.wikinews.org/wiki/Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match,Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match#ev54,Buderim,make,the+required+score+of+221,The Cricket Club XI did not make the required score of 221.
4,15001,http://en.wikinews.org/wiki/Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match,Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match#ev34,Buderim,score,twenty+six+runs,"After 20 overs, the were nine out for 211."
5,15001,http://en.wikinews.org/wiki/Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match,Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match#ev34,Buderim,score,twenty+six+runs,File:Twenty20 game commentary.ogg|The Cricket Club XI scored 107 off their first ten overs; they finished with 211.
6,15001,http://en.wikinews.org/wiki/Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match,Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match#ev34,Buderim,score,twenty+six+runs,File:Twenty20 game commentary.ogg|The Cricket Club XI scored 107 off their first ten overs; they finished with 211.
7,15001,http://en.wikinews.org/wiki/Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match,Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match#ev34,Buderim,score,twenty+six+runs,"File:Buderim v Politicians 2010 (4).JPG|The commentary team
File:CAM 0009.JPG|Politicians and Pals scored nine out for 220 off their 20 overs
File:Cricketers arms bar.JPG|The Buderim Cricket Club served beer, wine, spirits and soft drinks before the game
File:Buderim Aust Day 2010.JPG|The match was part of wider Australia Day celebrations
File:BCC-v-Chamber of Commece.jpg|The Cricket Club XI had previously lost to the local Chamber of Commerce."
8,15001,http://en.wikinews.org/wiki/Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match,Cricket:_'Politicians_and_Pals'_defeat_Buderim_XI_in_Australia_Day_Twenty20_match#ev29,of+wider+australia+day+celebrations,celebration,bcc-v-chamber+of+commece.jpg+%7c,"File:Buderim v Politicians 2010 (4).JPG|The commentary team
File:CAM 0009.JPG|Politicians and Pals scored nine out for 220 off their 20 overs
File:Cricketers arms bar.JPG|The Buderim Cricket Club served beer, wine, spirits and soft drinks before the game
File:Buderim Aust Day 2010.JPG|The match was part of wider Australia Day celebrations
File:BCC-v-Chamber of Commece.jpg|The Cricket Club XI had previously lost to the local Chamber of Commerce."
