,id,uri,events,agent,predicate,patients,text
0,8000,http://en.wikinews.org/wiki/New_York_Times_to_start_charging_for_access_to_web_news,New_York_Times_to_start_charging_for_access_to_web_news#ev40,the+fee+plan+for+canadians,allow,the+nyt,"Beginning March 28, U.S. visitors who do not subscribe to the print edition will be allowed access to 20 articles a month."
1,8000,http://en.wikinews.org/wiki/New_York_Times_to_start_charging_for_access_to_web_news,New_York_Times_to_start_charging_for_access_to_web_news#ev42,a+digital+subscription+to+the+website,read,to+read+additional+content,A digital subscription to the website will be required to read additional content.
2,8000,http://en.wikinews.org/wiki/New_York_Times_to_start_charging_for_access_to_web_news,New_York_Times_to_start_charging_for_access_to_web_news#ev40,the+fee+plan+for+canadians,allow,the+nyt,"The fee plan for Canadians is already in effect, allowing the NYT to ""fine-tune the customer experience"", according to the announcement."
3,8000,http://en.wikinews.org/wiki/New_York_Times_to_start_charging_for_access_to_web_news,New_York_Times_to_start_charging_for_access_to_web_news#ev16,the+nyt,fine-tune,the+customer+experience,"The fee plan for Canadians is already in effect, allowing the NYT to ""fine-tune the customer experience"", according to the announcement."
4,8000,http://en.wikinews.org/wiki/New_York_Times_to_start_charging_for_access_to_web_news,New_York_Times_to_start_charging_for_access_to_web_news#ev33,the+nyt,try,a+pay+wall,The NYT unsuccessfully tried a pay wall six years ago.
5,8000,http://en.wikinews.org/wiki/New_York_Times_to_start_charging_for_access_to_web_news,New_York_Times_to_start_charging_for_access_to_web_news#ev35,The_New_York_Times,have,31.4+million+individual+visitors,"According to comScore, a marketing research company that measures online traffic, NYTimes.com had 31.4 million individual visitors in February."
0,8001,http://en.wikinews.org/wiki/New_York_Times_reporter_sent_to_jail_in_leak_case,New_York_Times_reporter_sent_to_jail_in_leak_case#ev25,independence+day,holiday,about+her+decision,Miller also noted that she did not consider herself to be above the law and that she had thought long and hard over the July 4 Independence Day holiday about her decision.
1,8001,http://en.wikinews.org/wiki/New_York_Times_reporter_sent_to_jail_in_leak_case,Lewis_%22Scooter%22_Libby_indicted_on_five_charges#ev40,of+one-time+cia+operative+valerie+plame,operative,Valerie_Plame,"On Wednesday, in a case that toes the line between a search for the source of criminal activity and the right to freedom of the press, a New York Times reporter was jailed after she refused to reveal her confidential source to a grand jury investigating the leak of a covert CIA operative's name to the media."
2,8001,http://en.wikinews.org/wiki/New_York_Times_reporter_sent_to_jail_in_leak_case,Peace_tax_campaigners_turned_down_by_UK_judge#ev65,Keith_Miller,order,Judith_Miller,"Chief U.S. District Judge Thomas Hogan ordered correspondent Judith Miller to jail immediately and said she must stay there until she agreed to testify or for the rest of the grand jury's term, which lasts through October."
3,8001,http://en.wikinews.org/wiki/New_York_Times_reporter_sent_to_jail_in_leak_case,Peace_tax_campaigners_turned_down_by_UK_judge#ev65,Keith_Miller,say,Judith_Miller,"Chief U.S. District Judge Thomas Hogan ordered correspondent Judith Miller to jail immediately and said she must stay there until she agreed to testify or for the rest of the grand jury's term, which lasts through October."
